SARL_plateID,Expt_ID,Chemical_name,Microbiome_treat,BaP_uM,Sample,Extract_batch,Expt_plateID,Sample_well,Sample_row,Sample_col,Tube,CD1,Dissector,Dissect_result
19842,cv-BaP-16S-01,B[a]P,conventional,1,P1C06,9,1,C06,C,6,Lot163,Lot663,Michael,whole
19842,cv-BaP-16S-01,B[a]P,conventional,5,P1E06,9,1,E06,E,6,Lot163,Lot663,Michael,whole
19842,cv-BaP-16S-01,B[a]P,conventional,10,P1G06,9,1,G06,G,6,Lot163,Lot663,Michael,whole
19843,cv-BaP-16S-01,B[a]P,conventional,0,P2A06,9,2,A06,A,6,Lot163,Lot663,Keaton,whole
19843,cv-BaP-16S-01,B[a]P,conventional,1,P2C06,9,2,C06,C,6,Lot163,Lot663,Keaton,whole
19843,cv-BaP-16S-01,B[a]P,conventional,5,P2F06,9,2,F06,F,6,Lot163,Lot663,Keaton,whole
19843,cv-BaP-16S-01,B[a]P,conventional,10,P2H06,9,2,H06,H,6,Lot163,Lot663,Keaton,whole
19737,cv-BaP-16S-02,B[a]P,conventional,0,P3B05,9,3,B05,B,5,Lot163,Lot663,Austin,whole
19737,cv-BaP-16S-02,B[a]P,conventional,0,P3B06,9,3,B06,B,6,Lot163,Lot663,Michael,partial
19737,cv-BaP-16S-02,B[a]P,conventional,1,P3D05,9,3,D05,D,5,Lot163,Lot663,Austin,whole
19737,cv-BaP-16S-02,B[a]P,conventional,1,P3D06,9,3,D06,D,6,Lot163,Lot663,Michael,whole
19737,cv-BaP-16S-02,B[a]P,conventional,5,P3F05,9,3,F05,F,5,Lot163,Lot663,Austin,whole
19737,cv-BaP-16S-02,B[a]P,conventional,10,P3H05,9,3,H05,H,5,Lot163,Lot663,Austin,partial
19738,cv-BaP-16S-02,B[a]P,conventional,0,P4B05,9,4,B05,B,5,Lot663,Lot163,Kristin,whole
19738,cv-BaP-16S-02,B[a]P,conventional,1,P4D05,9,4,D05,D,5,Lot663,Lot163,Kristin,whole
19738,cv-BaP-16S-02,B[a]P,conventional,5,P4F05,9,4,F05,F,5,Lot663,Lot163,Kristin,whole
19738,cv-BaP-16S-02,B[a]P,conventional,10,P4H05,9,4,H05,H,5,Lot663,Lot163,Kristin,whole
19902,cv-BaP-16S-03,B[a]P,conventional,0,P5B05,9,5,B05,B,5,Lot663,Lot163_1,Keaton,whole
19902,cv-BaP-16S-03,B[a]P,conventional,1,P5D05,9,5,D05,D,5,Lot663,Lot163_1,Keaton,whole
19902,cv-BaP-16S-03,B[a]P,conventional,5,P5F05,9,5,F05,F,5,Lot663,Lot163_1,Keaton,whole
19902,cv-BaP-16S-03,B[a]P,conventional,10,P5H05,9,5,H05,H,5,Lot663,Lot163_1,Keaton,whole
19903,cv-BaP-16S-03,B[a]P,conventional,0,P6B05,9,6,B05,B,5,Lot163_1,Lot163,Austin,whole
19903,cv-BaP-16S-03,B[a]P,conventional,1,P6D05,9,6,D05,D,5,Lot163_1,Lot163,Austin,whole
19903,cv-BaP-16S-03,B[a]P,conventional,5,P6F05,9,6,F05,F,5,Lot163_1,Lot163,Austin,whole
19842,cv-BaP-16S-01,B[a]P,conventional,1,P1D06,10,1,D06,D,6,Lot163,Lot663,Michael,whole
19842,cv-BaP-16S-01,B[a]P,conventional,5,P1F06,10,1,F06,F,6,Lot163,Lot663,Michael,whole
19842,cv-BaP-16S-01,B[a]P,conventional,10,P1H06,10,1,H06,H,6,Lot163,Lot663,Michael,partial
19843,cv-BaP-16S-01,B[a]P,conventional,0,P2B06,10,2,B06,B,6,Lot163,Lot663,Keaton,whole
19843,cv-BaP-16S-01,B[a]P,conventional,5,P2E06,10,2,E06,E,6,Lot163,Lot663,Keaton,whole
19843,cv-BaP-16S-01,B[a]P,conventional,10,P2G06,10,2,G06,G,6,Lot163,Lot663,Keaton,whole
19737,cv-BaP-16S-02,B[a]P,conventional,0,P3A06,10,3,A06,A,6,Lot163,Lot663,Michael,whole
19737,cv-BaP-16S-02,B[a]P,conventional,1,P3C05,10,3,C05,C,5,Lot163,Lot663,Austin,whole
19737,cv-BaP-16S-02,B[a]P,conventional,1,P3C06,10,3,C06,C,6,Lot163,Lot663,Michael,whole
19737,cv-BaP-16S-02,B[a]P,conventional,5,P3E05,10,3,E05,E,5,Lot163,Lot663,Austin,whole
19737,cv-BaP-16S-02,B[a]P,conventional,5,P3E06,10,3,E06,E,6,Lot163,Lot663,Austin,whole
19737,cv-BaP-16S-02,B[a]P,conventional,10,P3G05,10,3,G05,G,5,Lot163,Lot663,Austin,partial
19738,cv-BaP-16S-02,B[a]P,conventional,0,P4A05,10,4,A05,A,5,Lot663,Lot163,Kristin,whole
19738,cv-BaP-16S-02,B[a]P,conventional,1,P4C05,10,4,C05,C,5,Lot663,Lot163,Kristin,whole
19738,cv-BaP-16S-02,B[a]P,conventional,5,P4E05,10,4,E05,E,5,Lot663,Lot163,Kristin,whole
19738,cv-BaP-16S-02,B[a]P,conventional,10,P4G05,10,4,G05,G,5,Lot663,Lot163,Kristin,whole
19902,cv-BaP-16S-03,B[a]P,conventional,0,P5A05,10,5,A05,A,5,Lot663,Lot163_1,Keaton,whole
19902,cv-BaP-16S-03,B[a]P,conventional,1,P5C05,10,5,C05,C,5,Lot663,Lot163_1,Keaton,whole
19902,cv-BaP-16S-03,B[a]P,conventional,5,P5E05,10,5,E05,E,5,Lot663,Lot163_1,Keaton,whole
19902,cv-BaP-16S-03,B[a]P,conventional,10,P5G05,10,5,G05,G,5,Lot663,Lot163_1,Keaton,partial
19903,cv-BaP-16S-03,B[a]P,conventional,0,P6A05,10,6,A05,A,5,Lot163_1,Lot163,Austin,whole
19903,cv-BaP-16S-03,B[a]P,conventional,1,P6C05,10,6,C05,C,5,Lot163_1,Lot163,Austin,whole
19903,cv-BaP-16S-03,B[a]P,conventional,5,P6E05,10,6,E05,E,5,Lot163_1,Lot163,Austin,whole
19903,cv-BaP-16S-03,B[a]P,conventional,10,P6G05,10,6,G05,G,5,Lot163_1,Lot163,Austin,partial
19842,cv-BaP-16S-01,B[a]P,conventional,0,P1B07,11,1,B07,B,7,Lot163,Lot663,Michael,partial
19842,cv-BaP-16S-01,B[a]P,conventional,1,P1D07,11,1,D07,D,7,Lot163,Lot663,Michael,whole
19842,cv-BaP-16S-01,B[a]P,conventional,10,P1G07,11,1,G07,G,7,Lot163,Lot663,Michael,whole
19843,cv-BaP-16S-01,B[a]P,conventional,0,P2B07,11,2,B07,B,7,Lot163,Lot663,Austin,whole
19843,cv-BaP-16S-01,B[a]P,conventional,1,P2D07,11,2,D07,D,7,Lot163,Lot663,Keaton,whole
19843,cv-BaP-16S-01,B[a]P,conventional,5,P2F07,11,2,F07,F,7,Lot163,Lot663,Keaton,whole
19843,cv-BaP-16S-01,B[a]P,conventional,10,P2H07,11,2,H07,H,7,Lot163,Lot663,Austin,whole
19737,cv-BaP-16S-02,B[a]P,conventional,0,P3B07,11,3,B07,B,7,Lot163,Lot663,Michael,whole
19737,cv-BaP-16S-02,B[a]P,conventional,1,P3D07,11,3,D07,D,7,Lot163,Lot663,Michael,partial
19737,cv-BaP-16S-02,B[a]P,conventional,5,P3F06,11,3,F06,F,6,Lot163,Lot663,Austin,whole
19737,cv-BaP-16S-02,B[a]P,conventional,5,P3F07,11,3,F07,F,7,Lot163,Lot663,Michael,whole
19737,cv-BaP-16S-02,B[a]P,conventional,10,P3H06,11,3,H06,H,6,Lot163,Lot663,Austin,whole
19737,cv-BaP-16S-02,B[a]P,conventional,10,P3H07,11,3,H07,H,7,Lot163,Lot663,Michael,whole
19738,cv-BaP-16S-02,B[a]P,conventional,0,P4B06,11,4,B06,B,6,Lot663,Lot163,Keaton,whole
19738,cv-BaP-16S-02,B[a]P,conventional,1,P4D06,11,4,D06,D,6,Lot663,Lot163,Keaton,whole
19738,cv-BaP-16S-02,B[a]P,conventional,5,P4F06,11,4,F06,F,6,Lot663,Lot163,Keaton,whole
19738,cv-BaP-16S-02,B[a]P,conventional,10,P4H06,11,4,H06,H,6,Lot663,Lot163,Keaton,whole
19902,cv-BaP-16S-03,B[a]P,conventional,0,P5B06,11,5,B06,B,6,Lot663,Lot163_1,Keaton,whole
19902,cv-BaP-16S-03,B[a]P,conventional,1,P5D06,11,5,D06,D,6,Lot663,Lot163_1,Keaton,whole
19902,cv-BaP-16S-03,B[a]P,conventional,5,P5F06,11,5,F06,F,6,Lot663,Lot163_1,Keaton,whole
19902,cv-BaP-16S-03,B[a]P,conventional,10,P5H06,11,5,H06,H,6,Lot663,Lot163_1,Keaton,whole
19903,cv-BaP-16S-03,B[a]P,conventional,1,P6C06,11,6,C06,C,6,Lot163_1,Lot163,Michael,whole
19903,cv-BaP-16S-03,B[a]P,conventional,5,P6E06,11,6,E06,E,6,Lot163_1,Lot163,Michael,whole
19903,cv-BaP-16S-03,B[a]P,conventional,10,P6G06,11,6,G06,G,6,Lot163_1,Lot163,Michael,whole
19842,cv-BaP-16S-01,B[a]P,conventional,0,P1A07,12,1,A07,A,7,Lot163,Lot663,Michael,whole
19842,cv-BaP-16S-01,B[a]P,conventional,1,P1C07,12,1,C07,C,7,Lot163,Lot663,Michael,partial
19842,cv-BaP-16S-01,B[a]P,conventional,5,P1E07,12,1,E07,E,7,Lot163,Lot663,Michael,partial
19842,cv-BaP-16S-01,B[a]P,conventional,10,P1H07,12,1,H07,H,7,Lot163,Lot663,Michael,whole
19843,cv-BaP-16S-01,B[a]P,conventional,1,P2C07,12,2,C07,C,7,Lot163,Lot663,Austin,whole
19843,cv-BaP-16S-01,B[a]P,conventional,5,P2E07,12,2,E07,E,7,Lot163,Lot663,Keaton,whole
19843,cv-BaP-16S-01,B[a]P,conventional,10,P2G07,12,2,G07,G,7,Lot163,Lot663,Austin,whole
19737,cv-BaP-16S-02,B[a]P,conventional,0,P3A07,12,3,A07,A,7,Lot163,Lot663,Michael,whole
19737,cv-BaP-16S-02,B[a]P,conventional,1,P3C07,12,3,C07,C,7,Lot163,Lot663,Michael,whole
19737,cv-BaP-16S-02,B[a]P,conventional,5,P3E07,12,3,E07,E,7,Lot163,Lot663,Michael,whole
19737,cv-BaP-16S-02,B[a]P,conventional,10,P3G06,12,3,G06,G,6,Lot163,Lot663,Austin,whole
19737,cv-BaP-16S-02,B[a]P,conventional,10,P3G07,12,3,G07,G,7,Lot163,Lot663,Michael,partial
19738,cv-BaP-16S-02,B[a]P,conventional,0,P4A06,12,4,A06,A,6,Lot663,Lot163,Keaton,whole
19738,cv-BaP-16S-02,B[a]P,conventional,0,P4A07,12,4,A07,A,7,Lot663,Lot163,Keaton,whole
19738,cv-BaP-16S-02,B[a]P,conventional,1,P4C06,12,4,C06,C,6,Lot663,Lot163,Keaton,whole
19738,cv-BaP-16S-02,B[a]P,conventional,5,P4E06,12,4,E06,E,6,Lot663,Lot163,Keaton,whole
19738,cv-BaP-16S-02,B[a]P,conventional,10,P4G06,12,4,G06,G,6,Lot663,Lot163,Keaton,partial
19902,cv-BaP-16S-03,B[a]P,conventional,0,P5A06,12,5,A06,A,6,Lot663,Lot163_1,Keaton,whole
19902,cv-BaP-16S-03,B[a]P,conventional,1,P5C06,12,5,C06,C,6,Lot663,Lot163_1,Keaton,whole
19902,cv-BaP-16S-03,B[a]P,conventional,5,P5E06,12,5,E06,E,6,Lot663,Lot163_1,Keaton,whole
19902,cv-BaP-16S-03,B[a]P,conventional,10,P5G06,12,5,G06,G,6,Lot663,Lot163_1,Keaton,whole
19903,cv-BaP-16S-03,B[a]P,conventional,0,P6A06,12,6,A06,A,6,Lot163_1,Lot163,Michael,whole
19903,cv-BaP-16S-03,B[a]P,conventional,1,P6D06,12,6,D06,D,6,Lot163_1,Lot163,Michael,partial
19903,cv-BaP-16S-03,B[a]P,conventional,5,P6F06,12,6,F06,F,6,Lot163_1,Lot163,Michael,whole
19842,cv-BaP-16S-01,B[a]P,conventional,0,P1A08,13,1,A08,A,8,Lot163,Lot663,Michael,whole
19842,cv-BaP-16S-01,B[a]P,conventional,5,P1E08,13,1,E08,E,8,Lot163,Lot663,Michael,whole
19842,cv-BaP-16S-01,B[a]P,conventional,10,P1G08,13,1,G08,G,8,Lot163,Lot663,Michael,whole
19843,cv-BaP-16S-01,B[a]P,conventional,0,P2B08,13,2,B08,B,8,Lot163,Lot663,Austin,partial
19843,cv-BaP-16S-01,B[a]P,conventional,1,P2D08,13,2,D08,D,8,Lot163,Lot663,Austin,whole
19843,cv-BaP-16S-01,B[a]P,conventional,5,P2F08,13,2,F08,F,8,Lot163,Lot663,Austin,whole
19843,cv-BaP-16S-01,B[a]P,conventional,10,P2H08,13,2,H08,H,8,Lot163,Lot663,Austin,whole
19737,cv-BaP-16S-02,B[a]P,conventional,0,P3B08,13,3,B08,B,8,Lot163,Lot663,Michael,whole
19737,cv-BaP-16S-02,B[a]P,conventional,1,P3D08,13,3,D08,D,8,Lot163,Lot663,Michael,whole
19737,cv-BaP-16S-02,B[a]P,conventional,5,P3F08,13,3,F08,F,8,Lot163,Lot663,Michael,whole
19737,cv-BaP-16S-02,B[a]P,conventional,10,P3H08,13,3,H08,H,8,Lot163,Lot663,Michael,partial
19738,cv-BaP-16S-02,B[a]P,conventional,0,P4B07,13,4,B07,B,7,Lot663,Lot163,Keaton,whole
19738,cv-BaP-16S-02,B[a]P,conventional,0,P4B08,13,4,B08,B,8,Lot663,Lot163,Keaton,whole
19738,cv-BaP-16S-02,B[a]P,conventional,1,P4D07,13,4,D07,D,7,Lot663,Lot163,Keaton,whole
19738,cv-BaP-16S-02,B[a]P,conventional,1,P4D08,13,4,D08,D,8,Lot663,Lot163,Keaton,whole
19738,cv-BaP-16S-02,B[a]P,conventional,5,P4F07,13,4,F07,F,7,Lot663,Lot163,Keaton,whole
19738,cv-BaP-16S-02,B[a]P,conventional,10,P4H07,13,4,H07,H,7,Lot663,Lot163,Keaton,whole
19902,cv-BaP-16S-03,B[a]P,conventional,0,P5B07,13,5,B07,B,7,Lot663,Lot163_1,Keaton,whole
19902,cv-BaP-16S-03,B[a]P,conventional,1,P5D07,13,5,D07,D,7,Lot663,Lot163_1,Keaton,whole
19902,cv-BaP-16S-03,B[a]P,conventional,5,P5F07,13,5,F07,F,7,Lot663,Lot163_1,Keaton,whole
19902,cv-BaP-16S-03,B[a]P,conventional,10,P5H07,13,5,H07,H,7,Lot663,Lot163_1,Keaton,whole
19903,cv-BaP-16S-03,B[a]P,conventional,0,P6B07,13,6,B07,B,7,Lot163_1,Lot163,Michael,whole
19903,cv-BaP-16S-03,B[a]P,conventional,5,P6E07,13,6,E07,E,7,Lot163_1,Lot163,Michael,whole
19903,cv-BaP-16S-03,B[a]P,conventional,10,P6G07,13,6,G07,G,7,Lot163_1,Lot163,Michael,whole
19842,cv-BaP-16S-01,B[a]P,conventional,1,P1D08,14,1,D08,D,8,Lot163,Lot663,Michael,whole
19842,cv-BaP-16S-01,B[a]P,conventional,5,P1F08,14,1,F08,F,8,Lot163,Lot663,Michael,whole
19842,cv-BaP-16S-01,B[a]P,conventional,10,P1H08,14,1,H08,H,8,Lot163,Lot663,Michael,whole
19843,cv-BaP-16S-01,B[a]P,conventional,1,P2C08,14,2,C08,C,8,Lot163,Lot663,Austin,whole
19843,cv-BaP-16S-01,B[a]P,conventional,5,P2E08,14,2,E08,E,8,Lot163,Lot663,Austin,whole
19843,cv-BaP-16S-01,B[a]P,conventional,10,P2G08,14,2,G08,G,8,Lot163,Lot663,Austin,whole
19737,cv-BaP-16S-02,B[a]P,conventional,0,P3A08,14,3,A08,A,8,Lot163,Lot663,Michael,whole
19737,cv-BaP-16S-02,B[a]P,conventional,1,P3C08,14,3,C08,C,8,Lot163,Lot663,Michael,whole
19737,cv-BaP-16S-02,B[a]P,conventional,5,P3E08,14,3,E08,E,8,Lot163,Lot663,Michael,whole
19737,cv-BaP-16S-02,B[a]P,conventional,10,P3G08,14,3,G08,G,8,Lot163,Lot663,Michael,whole
19738,cv-BaP-16S-02,B[a]P,conventional,0,P4A08,14,4,A08,A,8,Lot663,Lot163,Keaton,whole
19738,cv-BaP-16S-02,B[a]P,conventional,1,P4C07,14,4,C07,C,7,Lot663,Lot163,Keaton,partial
19738,cv-BaP-16S-02,B[a]P,conventional,1,P4C08,14,4,C08,C,8,Lot663,Lot163,Keaton,whole
19738,cv-BaP-16S-02,B[a]P,conventional,5,P4E07,14,4,E07,E,7,Lot663,Lot163,Keaton,whole
19738,cv-BaP-16S-02,B[a]P,conventional,5,P4E08,14,4,E08,E,8,Lot663,Lot163,Keaton,whole
19738,cv-BaP-16S-02,B[a]P,conventional,10,P4G07,14,4,G07,G,7,Lot663,Lot163,Keaton,whole
19902,cv-BaP-16S-03,B[a]P,conventional,0,P5A07,14,5,A07,A,7,Lot663,Lot163_1,Keaton,whole
19902,cv-BaP-16S-03,B[a]P,conventional,1,P5C07,14,5,C07,C,7,Lot663,Lot163_1,Keaton,whole
19902,cv-BaP-16S-03,B[a]P,conventional,5,P5E07,14,5,E07,E,7,Lot663,Lot163_1,Keaton,whole
19902,cv-BaP-16S-03,B[a]P,conventional,10,P5G07,14,5,G07,G,7,Lot663,Lot163_1,Keaton,whole
19903,cv-BaP-16S-03,B[a]P,conventional,0,P6A07,14,6,A07,A,7,Lot163_1,Lot163,Michael,whole
19903,cv-BaP-16S-03,B[a]P,conventional,1,P6D07,14,6,D07,D,7,Lot163_1,Lot163,Michael,whole
19903,cv-BaP-16S-03,B[a]P,conventional,5,P6F07,14,6,F07,F,7,Lot163_1,Lot163,Michael,whole
19903,cv-BaP-16S-03,B[a]P,conventional,10,P6H07,14,6,H07,H,7,Lot163_1,Lot163,Michael,whole
19842,cv-BaP-16S-01,B[a]P,conventional,0,P1A09,15,1,A09,A,9,Lot163,Lot663,Michael,whole
19842,cv-BaP-16S-01,B[a]P,conventional,1,P1C09,15,1,C09,C,9,Lot163,Lot663,Michael,whole
19842,cv-BaP-16S-01,B[a]P,conventional,5,P1F09,15,1,F09,F,9,Lot163,Lot663,Michael,whole
19842,cv-BaP-16S-01,B[a]P,conventional,10,P1H09,15,1,H09,H,9,Lot163,Lot663,Michael,whole
19843,cv-BaP-16S-01,B[a]P,conventional,1,P2C09,15,2,C09,C,9,Lot163,Lot663,Austin,partial
19843,cv-BaP-16S-01,B[a]P,conventional,5,P2F09,15,2,F09,F,9,Lot163,Lot663,Austin,whole
19843,cv-BaP-16S-01,B[a]P,conventional,10,P2H09,15,2,H09,H,9,Lot163,Lot663,Austin,whole
19737,cv-BaP-16S-02,B[a]P,conventional,0,P3B09,15,3,B09,B,9,Lot163,Lot663,Michael,whole
19737,cv-BaP-16S-02,B[a]P,conventional,5,P3E09,15,3,E09,E,9,Lot163,Lot663,Michael,whole
19737,cv-BaP-16S-02,B[a]P,conventional,10,P3G09,15,3,G09,G,9,Lot163,Lot663,Michael,whole
19738,cv-BaP-16S-02,B[a]P,conventional,0,P4A09,15,4,A09,A,9,Lot663,Lot163,Keaton,partial
19738,cv-BaP-16S-02,B[a]P,conventional,1,P4D09,15,4,D09,D,9,Lot663,Lot163,Keaton,whole
19738,cv-BaP-16S-02,B[a]P,conventional,5,P4F08,15,4,F08,F,8,Lot663,Lot163,Keaton,whole
19738,cv-BaP-16S-02,B[a]P,conventional,5,P4F09,15,4,F09,F,9,Lot663,Lot163,Keaton,whole
19738,cv-BaP-16S-02,B[a]P,conventional,10,P4H08,15,4,H08,H,8,Lot663,Lot163,Keaton,whole
19738,cv-BaP-16S-02,B[a]P,conventional,10,P4H09,15,4,H09,H,9,Lot663,Lot163,Keaton,partial
19902,cv-BaP-16S-03,B[a]P,conventional,0,P5B08,15,5,B08,B,8,Lot663,Lot163_1,Keaton,whole
19902,cv-BaP-16S-03,B[a]P,conventional,0,P5B09,15,5,B09,B,9,Lot663,Lot163_1,Kristin,whole
19902,cv-BaP-16S-03,B[a]P,conventional,1,P5D08,15,5,D08,D,8,Lot663,Lot163_1,Keaton,whole
19902,cv-BaP-16S-03,B[a]P,conventional,10,P5G08,15,5,G08,G,8,Lot663,Lot163_1,Kristin,whole
19903,cv-BaP-16S-03,B[a]P,conventional,0,P6A08,15,6,A08,A,8,Lot163_1,Lot163,Michael,whole
19903,cv-BaP-16S-03,B[a]P,conventional,1,P6C08,15,6,C08,C,8,Lot163_1,Lot163,Michael,partial
19903,cv-BaP-16S-03,B[a]P,conventional,5,P6E08,15,6,E08,E,8,Lot163_1,Lot163,Michael,whole
19903,cv-BaP-16S-03,B[a]P,conventional,10,P6G08,15,6,G08,G,8,Lot163_1,Lot163,Michael,whole
19842,cv-BaP-16S-01,B[a]P,conventional,0,P1B09,16,1,B09,B,9,Lot163,Lot663,Michael,whole
19842,cv-BaP-16S-01,B[a]P,conventional,5,P1E09,16,1,E09,E,9,Lot163,Lot663,Michael,whole
19842,cv-BaP-16S-01,B[a]P,conventional,10,P1G09,16,1,G09,G,9,Lot163,Lot663,Michael,whole
19843,cv-BaP-16S-01,B[a]P,conventional,0,P2B09,16,2,B09,B,9,Lot163,Lot663,Austin,whole
19843,cv-BaP-16S-01,B[a]P,conventional,1,P2D09,16,2,D09,D,9,Lot163,Lot663,Austin,whole
19843,cv-BaP-16S-01,B[a]P,conventional,10,P2G09,16,2,G09,G,9,Lot163,Lot663,Austin,whole
19737,cv-BaP-16S-02,B[a]P,conventional,0,P3A09,16,3,A09,A,9,Lot163,Lot663,Michael,whole
19737,cv-BaP-16S-02,B[a]P,conventional,1,P3D09,16,3,D09,D,9,Lot163,Lot663,Michael,whole
19737,cv-BaP-16S-02,B[a]P,conventional,5,P3F09,16,3,F09,F,9,Lot163,Lot663,Michael,whole
19737,cv-BaP-16S-02,B[a]P,conventional,10,P3H09,16,3,H09,H,9,Lot163,Lot663,Michael,whole
19738,cv-BaP-16S-02,B[a]P,conventional,0,P4B09,16,4,B09,B,9,Lot663,Lot163,Keaton,whole
19738,cv-BaP-16S-02,B[a]P,conventional,5,P4E09,16,4,E09,E,9,Lot663,Lot163,Keaton,whole
19738,cv-BaP-16S-02,B[a]P,conventional,10,P4G08,16,4,G08,G,8,Lot663,Lot163,Keaton,partial
19738,cv-BaP-16S-02,B[a]P,conventional,10,P4G09,16,4,G09,G,9,Lot663,Lot163,Keaton,whole
19902,cv-BaP-16S-03,B[a]P,conventional,0,P5A08,16,5,A08,A,8,Lot663,Lot163_1,Keaton,whole
19902,cv-BaP-16S-03,B[a]P,conventional,0,P5A09,16,5,A09,A,9,Lot663,Lot163_1,,whole
19902,cv-BaP-16S-03,B[a]P,conventional,1,P5C08,16,5,C08,C,8,Lot663,Lot163_1,Keaton,whole
19902,cv-BaP-16S-03,B[a]P,conventional,1,P5C09,16,5,C09,C,9,Lot663,Lot163_1,Kristin,whole
19902,cv-BaP-16S-03,B[a]P,conventional,5,P5F08,16,5,F08,F,8,Lot663,Lot163_1,Kristin,whole
19902,cv-BaP-16S-03,B[a]P,conventional,10,P5H08,16,5,H08,H,8,Lot663,Lot163_1,Kristin,whole
19903,cv-BaP-16S-03,B[a]P,conventional,0,P6B08,16,6,B08,B,8,Lot163_1,Lot163,Michael,whole
19903,cv-BaP-16S-03,B[a]P,conventional,1,P6D08,16,6,D08,D,8,Lot163_1,Lot163,Michael,partial
19903,cv-BaP-16S-03,B[a]P,conventional,5,P6F08,16,6,F08,F,8,Lot163_1,Lot163,Michael,partial
